2026-07-30 19:45:45,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:45:55,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:46:06,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:46:16,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:46:26,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:46:36,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:46:47,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:46:57,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:47:07,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:47:17,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:47:28,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:47:38,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:47:48,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:47:59,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:52:18,MEMBER_DETECTED,Admin
2026-07-30 19:52:23,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:52:23,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:52:30,MEMBER_DETECTED,Admin
2026-07-30 19:52:34,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:52:40,MEMBER_DETECTED,Admin
2026-07-30 19:52:41,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:52:45,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:52:54,MEMBER_DETECTED,Admin
2026-07-30 19:52:55,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:53:00,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:53:04,MEMBER_DETECTED,Admin
2026-07-30 19:53:05,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:53:16,MEMBER_DETECTED,Admin
2026-07-30 19:53:16,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:53:25,UNKNOWN_INTRUDER_ALERT,Unknown Person
2026-07-30 19:53:26,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:53:27,MEMBER_DETECTED,Admin
2026-07-30 19:53:37,MEMBER_DETECTED,Admin
2026-07-30 19:53:48,MEMBER_DETECTED,Admin
2026-07-30 19:53:57,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:53:58,MEMBER_DETECTED,Admin
2026-07-30 19:54:08,MEMBER_DETECTED,Admin
2026-07-30 19:54:14,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:54:18,MEMBER_DETECTED,Admin
2026-07-30 19:54:26,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:54:29,MEMBER_DETECTED,Admin
2026-07-30 19:54:38,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:54:39,MEMBER_DETECTED,Admin
2026-07-30 19:54:48,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:54:51,MEMBER_DETECTED,Admin
2026-07-30 19:54:58,SPOOF_ATTEMPT,Fake Face Detected
2026-07-30 19:55:02,MEMBER_DETECTED,Admin
